"Id","Original_Text","Cleaned_Text"
32,"dispute  From: Cynthia Salgueiro   Sent: Monday, January 30, 2017 10:01 AM  To: Wendell Rabaja <WRabaja@Volt.com>  Cc: SASBilling <SASBilling@Volt.com>; Paula Boerner <PBoerner@volt.com>  Subject: FW: DISG1211298 | Billing adjustment | 9438152 | SCHNEIDER ELECTRIC | Sales gain $0.00    Wendell,    Please review and provide requested information.      Thank you,    Cynthia Salgueiro  Sr. Manager, Accounts Receivable/Vendor Management  Six Sigma Yellow Belt     VIS Shared Accounting Services  2421 N. Glassell Street | Orange, CA 92865  t: 714.921.7428 | f: 877.735.9670 | Skype: vis.cynthia.salgueiro  cesalgueiro@volt.com | www.volt.com           From: SASBilling   Sent: Monday, January 30, 2017 9:07 AM  To: Paula Boerner <PBoerner@volt.com>  Cc: SASBilling <SASBilling@Volt.com>; Chetan Kumar <ckumar@Volt.com>; Cynthia Salgueiro <CESalgueiro@Volt.com>  Subject: DISG1211298 | Billing adjustment | 9438152 | SCHNEIDER ELECTRIC | Sales gain $0.00    Hello Paula,    This is with reference to the Dispute  # 1211298 raised for the Customer SCHNEIDER ELECTRIC.    Per your dispute Comments EE Willie Jones should be billed through IQN  # 9451553. Let me know if new assignments have been set up under Customer 9451553 in order to re-bill.    ===============","dispute cynthia salgueiro wendell rabaja sasbilling disg billing adjustment schneider electric sales gain wendell review provide requested information cynthia salgueiro sr manager accounts receivable vendor management sigma yellow belt vis shared accounting services street orange skype vis cynthia salgueiro cesalgueiro sasbilling sasbilling chetan kumar cynthia salgueiro disg billing adjustment schneider electric sales gain reference dispute raised customer schneider electric dispute comments ee willie jones billed assignments set customer order bill"
33,"2 Nov invoices  From: Chris Hughes [mailto:CHughes@reliantplastics.com]   Sent: Monday, January 30, 2017 2:58 PM  To: Paula Boerner <PBoerner@volt.com>  Subject: RE: 4416.00_follow up 2 Volt Invoices, Reliant 9454279    I will research and let you know status tomorrow.    Thanks,    Chris         Christopher Hughes, CPA (Ret.) ~ Chief Financial Officer ~ 214-382-9653 ~ www.reliantplastics.com      =========="," invoices chris hughes chughes reliantplastics follow invoices reliant research status tomorrow chris christopher hughes cpa ret chief financial officer reliantplastics "
34,"From: Anna Durling   Sent: Monday, January 30, 2017 3:38 PM  To: 'ethel.morgan@esterline.com' <ethel.morgan@esterline.com>  Subject: RE: invoice resubmitt (Esterline Power Systems Buena Park acct 9453678)    Hi Ethel,    As per our call, attached are copies of the past due invoices that have not been paid for employees Thirakvaro Sisowath and Noemi Zuniga.  Per email below from your accounts payable department, they need them approved by your HR or by the manager they reported to I assume before they can pay them.    Total past due balance for this group of invoices is over 14k and some of these invoices are 60-90 days old now.    Invoice Acctg Date Due Date Balance Employee                       Manager listed on approved timecard  34279554 9/11/2016 10/26/2016 816.000 Sisowath,Thirakvaro Ethel Morgan  34282531 9/11/2016 10/26/2016 1003.680 Zuniga,Noemi Ethel Morgan  34304716 9/18/2016 11/2/2016 816.000 Sisowath,Thirakvaro Ethel Morgan  34308895 9/18/2016 11/2/2016 1126.080 Zuniga,Noemi Ethel Morgan  34328813 9/25/2016 11/9/2016 1383.380 Sisowath,Thirakvaro Ethel Morgan  34332756 9/25/2016 11/9/2016 1162.800 Zuniga,Noemi Ethel Morgan  34354244 10/2/2016 11/16/2016 1096.500 Sisowath,Thirakvaro Ethel Morgan  34358206 10/2/2016 11/16/2016 1052.640 Zuniga,Noemi Ethel Morgan  34433515 10/23/2016 12/7/2016 1126.080 Zuniga,Noemi Ethel Morgan  34451197 10/30/2016 12/14/2016 1345.130 Sisowath,Thirakvaro Ethel Morgan  34530373 11/20/2016 1/4/2017 1440.750 Sisowath,Thirakvaro Ethel Morgan  34553497 11/27/2016 1/11/2017 831.940 Sisowath,Thirakvaro Ethel Morgan  34577648 12/4/2016 1/18/2017 1249.500 Sisowath,Thirakvaro Ethel Morgan    Thank you,    Anna Durling  Customer Account Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com"," ethel morgan esterline invoice resubmitt esterline power systems buena park ethel call attached copies past due invoices paid employees thirakvaro sisowath noemi zuniga accounts payable department approved hr manager reported assume pay total past due balance group invoices invoices days invoice acctg due balance employee manager listed approved timecard sisowath thirakvaro ethel morgan zuniga noemi ethel morgan sisowath thirakvaro ethel morgan zuniga noemi ethel morgan sisowath thirakvaro ethel morgan zuniga noemi ethel morgan sisowath thirakvaro ethel morgan zuniga noemi ethel morgan zuniga noemi ethel morgan sisowath thirakvaro ethel morgan sisowath thirakvaro ethel morgan sisowath thirakvaro ethel morgan sisowath thirakvaro ethel morgan customer account representative information sciences shared accounting services fax adurling "
35,"From: Anna Durling   Sent: Monday, January 30, 2017 2:35 PM  To: 'meermansharma@esterline.com' <meermansharma@esterline.com>  Subject: FW: acct 9453678 - Esterline billing Buena Park and past due invoices for Richard Dyer  Importance: High    Hi Meeran,    As per our call, attached are the past due invoices along with the timecards for Richard Dyer that your accounts payable is telling us need to be approved by the manager in order for them to pay these invoices (see email below).  Can you assist with getting these invoices approved and sent to your accounts payable department so we can get paid or advise who can get these paid for us?  Total past due for his group of invoices is over 5k and some of these invoices are 60-90 days old now.    Invoice Acctg Date Due Date Balance Employee                        Manager listed on approved timecard  34279126 9/11/2016 10/26/2016 1136.960 Dyer,Richard A Meeran Sharma - 6900 Orangethorp Ave Buena Park  34304257 9/18/2016 11/2/2016 1266.160 Dyer,Richard A Meeran Sharma - 6900 Orangethorp Ave Buena Park  34328451 9/25/2016 11/9/2016 1072.360 Dyer,Richard A Meeran Sharma - 6900 Orangethorp Ave Buena Park  34546677 11/20/2016 1/4/2017 1479.340 Dyer,Richard A Meeran Sharma - 6900 Orangethorp Ave Buena Park  34553205 11/27/2016 1/11/2017 206.720 Dyer,Richard A Meeran Sharma - 6900 Orangethorp Ave Buena Park    Thank you,    Anna Durling  Customer Account Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com"," meermansharma esterline esterline billing buena park past due invoices richard dyer importance high meeran call attached past due invoices timecards richard dyer accounts payable telling approved manager order pay invoices assist invoices approved accounts payable department paid advise paid total past due group invoices invoices days invoice acctg due balance employee manager listed approved timecard dyer richard meeran sharma orangethorp ave buena park dyer richard meeran sharma orangethorp ave buena park dyer richard meeran sharma orangethorp ave buena park dyer richard meeran sharma orangethorp ave buena park dyer richard meeran sharma orangethorp ave buena park customer account representative information sciences shared accounting services fax adurling "
36," GG  Acct re-assignedto Ranjan 01/30/17 15:39:57"," assignedto "
37,"GG STATUS 1-30-17  *Acct re-assigned to Ranjan.From: Gigi Garcia   Sent: Monday, January 30, 2017 3:39 PM  To: 'RanjanManjunath@Volt.com' <RanjanManjunath@Volt.com>  Cc: Scott Lambdin <SLambdin@Volt.com>; Maria Gomez <MGGomez@Volt.com>; Jennifer Gutierrez <JGutierrez@Volt.com>  Subject: RICOH PRINTING SYSTEMS AMERICA INC acct#0017327 Timecards for W/E 1/15/17    Hello  Ranjan,    You are now managing this account.  Per customers email below they will need timesheets for WE 1-15.  Please obtain the timesheet and forward to the customer.  Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com    From: Lawrence, Sandy [mailto:Sandy.Lawrence@rpsa.ricoh.com]   Sent: Tuesday, January 24, 2017 2:00 PM  To: Scott Lambdin <SLambdin@Volt.com>; Maria Gomez <MGGomez@Volt.com>; Jennifer Gutierrez <JGutierrez@Volt.com>; Gigi Garcia <GigiGarcia@Volt.com>  Cc: Ranft, Suzanne <Suzanne.Ranft@rpsa.ricoh.com>; Franco, Laura <Laura.Franco@rpsa.ricoh.com>  Subject: Timecards for W/E 1/15/17    Good Afternoon Scott, Maria and Gigi –   Today I received invoice 34752027 dated 1/15/17 without time cards.  This is the 4th time since December this has happened - (did not receive time cards for weeks ending 12/11, 12/25, 1/8 and 1/15).  Is this an oversight or is Volt no longer sending time cards with their invoices?  Please advise – Thank you.    Good Afternoon Jennifer –  Could you please email me the time cards for week ending 1/15/17 for Diana Cubas, Gabriela Fernandez and Blanca Ortega?  I’d appreciate it – Thank you.    Regards,    Sandy Lawrence  Ricoh Printing Systems America"," status assigned ranjanmanjunath scott lambdin maria gomez jennifer gutierrez ricoh printing systems america timecards managing account customers timesheets obtain timesheet forward customer customer service account representative information sciences shared accounting services fax lawrence sandy sandy lawrence rpsa ricoh scott lambdin maria gomez jennifer gutierrez ranft suzanne franco laura timecards scott maria today received invoice time cards time happened receive time cards weeks ending oversight longer sending time cards invoices advise jennifer time cards ending diana cubas gabriela fernandez blanca ortega id sandy lawrence ricoh printing systems america"
38,"statement desk, they asked us to fax copies  From: Bryant, Ann [mailto:Ann.Bryant@ejgallo.com]   Sent: Monday, January 30, 2017 11:22 AM  To: Credit Department <Credit_Department@volt.com>  Subject: need copies acct# 9451899    Thank you     Ann Bryant  Sr. Accounts Payable Technician  Ann.Bryant@EJGallo.Com   Phone:209-341-4061   Right Fax:209-341-1575       From: Bryant, Ann   Sent: Monday, January 30, 2017 11:13 AM  To: Bryant, Ann  Subject: Document scan from local office    .","statement desk asked fax copies bryant ann ann bryant ejgallo credit department copies ann bryant sr accounts payable technician ann bryant ejgallo phone fax bryant ann bryant ann document scan local office"
39," GG  acct re-assigned to Ranjan 01/30/17 15:32:22"," assigned "
40,"GG STATUS 1-30-17  *Acct re-assigned to Ranjan.   From: Gigi Garcia   Sent: Monday, January 30, 2017 3:31 PM  To: 'RanjanManjunath@Volt.com' <RanjanManjunath@Volt.com>; SASBilling <SASBilling@Volt.com>  Cc: Rose Muradian <RMuradian@Volt.com>  Subject: FW: Invoice#34661482 for Nicole Mendoza PE 12/25/16 #34661482 $22.00   Importance: High    Hi Ranjan,    You are now managing this account.  Per email below the $2.00  was billed in error.  Please document the account and submit a dispute thru emagia requesting for full credit.      Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com       From: Customer Account Support   Sent: Tuesday, January 24, 2017 10:47 AM  To: Gigi Garcia <GigiGarcia@Volt.com>  Cc: Rose Muradian <RMuradian@Volt.com>  Subject: FW: Invoice#34661482 for Nicole Mendoza PE 12/25/16  Importance: High    Gigi,  Can you please assist Rose with this issue?    Thank you    Joan Lewis   Customer Support Analyst   VIS Shared Accounting Services   Tel: (714) 921-5868  Fax: (714) 921-5789  jlewis@volt.com"," status assigned ranjanmanjunath sasbilling rose muradian invoice nicole mendoza pe importance high managing account billed error document account submit dispute emagia requesting full credit support customer service account representative information sciences shared accounting services fax customer account support rose muradian invoice nicole mendoza pe importance high assist rose issue joan lewis customer support analyst vis shared accounting services fax jlewis "
41,"HDFrom: Millard, Kevin C [mailto:Kevin.Millard@daikinapplied.com]   Sent: Monday, January 30, 2017 8:27 AM  To: Lum, Arlene J. <Arlene.Lum@daikinapplied.com>  Cc: Hema Dadlani <HDadlani@volt.com>  Subject: RE: Daikin Invoice 34310074 9-18-16    Hello,    The check actually arrived back as undeliverable but the address on the check is correct and I called to verify. I have written it on the envelope this time and we are sending it back out today.    Thank You  Kevin Millard  Accounts Payable   Daikin Applied   763.553.5351 (Office) 763.383.4540 (Fax)  kevin.millard@daikinapplied.com | www.DaikinApplied.com        From: Lum, Arlene J.   Sent: Monday, January 30, 2017 5:37 AM  To: Millard, Kevin C  Cc: Hema Dadlani  Subject: FW: Daikin Invoice 34310074 9-18-16    Kevin ~     It seems the vendor hasn’t received our check 2300590 dated 11/11/16.  Can you please check on this and if the bank shows it still open, please re-issue the payment to Volt Workforce Solutions for invoice 34310074.      Thank you!    Arlene Lum   Accounts Payable   Daikin Applied  763-553-5180 (Office)   763-383-4538 (Fax)   arlene.lum@daikinapplied.com","hdfrom millard kevin kevin millard daikinapplied lum arlene daikin invoice check arrived back undeliverable address check correct called verify written envelope time sending back today kevin millard accounts payable daikin applied office fax kevin millard daikinapplied daikinapplied lum arlene millard kevin daikin invoice kevin vendor hasnt received check check bank shows open issue payment workforce solutions invoice arlene lum accounts payable daikin applied office fax arlene lum daikinapplied "
42,"From: Brenda Zeptner   Sent: Monday, January 30, 2017 12:15 PM  To: Angeles Margarida <AMargarida@Volt.com>  Cc: Paula Boerner <PBoerner@volt.com>; Ben Henning <BHenning@Volt.com>; Lisa Harris <LRHarris@Volt.com>  Subject: RE: VOLT INVOICE - 9454545_NNR GLOBAL LOGISTICS_WE-2017-01-22  Importance: High    Please explain to the customer that the time on the invoice is for 1/15.  Please let the customer know that if the time is incorrect on the 1/22 timecard, then he needs to decline that time so the employee can correct it.  That needed to have been done last week.  Why did we have to do an on demand for WE 1/15.  Was it a late customer approval? If so, he needs to understand that the time has to be approved timely so we can pay timely.      If you can’t get him to understand, then let Ben know so he can go in person and work it out with the customer.     Brenda Zeptner   Market Director  Six Sigma Champion       Volt Workforce Solutions   8505 Freeport Pkwy. Suite #200 | Irving, TX 75063   direct: 972.580.0355 (VOIP21912) | main: 972.518.2500 | cell: 972.971.6088   bzeptner@volt.com | www.volt.com    ------------------"," brenda zeptner angeles margarida ben henning lisa harris invoice nnr global logistics importance high explain customer time invoice customer time incorrect timecard decline time employee correct needed demand late customer approval understand time approved timely pay timely understand ben person work customer brenda zeptner market director sigma champion workforce solutions freeport pkwy suite irving tx direct voip main cell bzeptner "
